Package,File Name,Application Name,Generic Name
screengrab,screengrab.desktop,ScreenGrab,Screen Capture Program
screenkey,screenkey.desktop,Screenkey,
screenruler,screenruler.desktop,Screen Ruler,
scribus,scribus.desktop,Scribus,Page Layout (Development)
scummvm,scummvm.desktop,ScummVM,
sdl-ball,sdl-ball.desktop,SDL-Ball,
sdlbasic,sdlbasic.desktop,sdlBasic,sdlBasic
seafile-gui,seafile.desktop,Seafile,
seahorse,org.gnome.seahorse.Application.desktop,Passwords and Keys,
seahorse-adventures,seahorse-adventures.desktop,Seahorse Adventures,
seahorse-nautilus,seahorse-pgp-encrypted.desktop,Decrypt File,
seahorse-nautilus,seahorse-pgp-keys.desktop,Import Key,
seahorse-nautilus,seahorse-pgp-signature.desktop,Verify Signature,
searchandrescue,SearchAndRescue.desktop,Search and rescue,
searchmonkey,searchmonkey.desktop,Searchmonkey,
seascope,seascope.desktop,seascope,source code navigation tool
seaview,seaview.desktop,SeaView,Multiple sequence alignment editor
secpanel,secpanel.desktop,SecPanel,
seetxt,seetxt.desktop,Seetxt,
selektor,selektor-autostart.desktop,SelekTOR,
selektor,selektor-proxy-reset.desktop,SelekTOR Proxy Reset,SelekTOR Proxy Reset
selektor,selektor.desktop,SelekTOR,
seq24,seq24.desktop,Seq24,
ser-player,com.google.sites.ser-player.desktop,SER Player,
setbfree,setbfree.desktop,setBfree,DSP tonewheel organ
setzer,org.cvfosammmm.Setzer.desktop,Setzer,
sgt-puzzles,sgt-blackbox.desktop,Black Box,
sgt-puzzles,sgt-bridges.desktop,Bridges,
sgt-puzzles,sgt-cube.desktop,Cube,
sgt-puzzles,sgt-dominosa.desktop,Dominosa,
sgt-puzzles,sgt-fifteen.desktop,Fifteen,
sgt-puzzles,sgt-filling.desktop,Filling,
sgt-puzzles,sgt-flip.desktop,Flip,
sgt-puzzles,sgt-flood.desktop,Flood,
sgt-puzzles,sgt-galaxies.desktop,Galaxies,
sgt-puzzles,sgt-guess.desktop,Guess,
sgt-puzzles,sgt-inertia.desktop,Inertia,
sgt-puzzles,sgt-keen.desktop,Keen,
sgt-puzzles,sgt-lightup.desktop,Light Up,
sgt-puzzles,sgt-loopy.desktop,Loopy,
sgt-puzzles,sgt-magnets.desktop,Magnets,
sgt-puzzles,sgt-map.desktop,Map,
sgt-puzzles,sgt-mines.desktop,Mines,
sgt-puzzles,sgt-net.desktop,Net,
sgt-puzzles,sgt-netslide.desktop,Netslide,
sgt-puzzles,sgt-palisade.desktop,Palisade,
sgt-puzzles,sgt-pattern.desktop,Pattern,
sgt-puzzles,sgt-pearl.desktop,Pearl,
sgt-puzzles,sgt-pegs.desktop,Pegs,
sgt-puzzles,sgt-range.desktop,Range,
sgt-puzzles,sgt-rect.desktop,Rectangles,
sgt-puzzles,sgt-samegame.desktop,Same Game,
sgt-puzzles,sgt-signpost.desktop,Signpost,
sgt-puzzles,sgt-singles.desktop,Singles,
sgt-puzzles,sgt-sixteen.desktop,Sixteen,
sgt-puzzles,sgt-slant.desktop,Slant,
sgt-puzzles,sgt-solo.desktop,Solo,
sgt-puzzles,sgt-tents.desktop,Tents,
sgt-puzzles,sgt-towers.desktop,Towers,
sgt-puzzles,sgt-tracks.desktop,Tracks,
sgt-puzzles,sgt-twiddle.desktop,Twiddle,
sgt-puzzles,sgt-undead.desktop,Undead,
sgt-puzzles,sgt-unequal.desktop,Unequal,
sgt-puzzles,sgt-unruly.desktop,Unruly,
sgt-puzzles,sgt-untangle.desktop,Untangle,
shelxle,shelxle.desktop,ShelXle,ShelXle
shotcut,org.shotcut.Shotcut.desktop,Shotcut,Video Editor
shotwell,shotwell-viewer.desktop,Shotwell Viewer,Photo Viewer
shotwell,shotwell.desktop,Shotwell,Photo Manager
showfoto,org.kde.showfoto.desktop,showFoto,Photo Viewer and Editor
showq,showq.desktop,ShowQ,ShowQ
sigil,sigil.desktop,Sigil,
signon-ui-x11,signon-ui.desktop,Account authentication,
sigrok-cli,org.sigrok.sigrok-cli.desktop,sigrok-cli,"Logic analyzer, oscilloscope and MSO command-line tool"
sigviewer,sigviewer.desktop,SigViewer,
silverjuke,silverjuke.desktop,Silverjuke,Music Player
silx,org.silx.SilxView.desktop,silx data viewer,
simple-ccsm,simple-ccsm.desktop,Simple CompizConfig Settings Manager,
simple-image-reducer,simple-image-reducer.desktop,Simple Image Reducer,
simple-scan,simple-scan.desktop,Document Scanner,
simplescreenrecorder,simplescreenrecorder.desktop,SimpleScreenRecorder,
simulide,simulide.desktop,SimulIDE,Electronic circuit simulator
simutrans,simutrans.desktop,Simutrans,
singularity,singularity.desktop,Singularity,
sirikali,io.github.mhogomchungu.sirikali.desktop,SiriKali,Encrypted Folder Manager
siril,org.free_astro.siril.desktop,Siril,
skanlite,org.kde.skanlite.desktop,Skanlite,Image Scanning Application
skrooge,org.kde.skrooge.desktop,skrooge,Manage your money
skycat,skycat.desktop,ESO/Starlink SkyCat,Image Viewer
slashem-gtk,slashem-gtk.desktop,GTK Slash'EM,GTK Slash'EM
slashem-sdl,slashem-sdl.desktop,SDL Slash'EM,SDL Slash'EM
slashem-x11,slashem-x11.desktop,X Slash'EM,X Slash'EM
slashtime,slashtime.desktop,Slashtime,"""Time Zones"""
slbackup-php,slbackup-php.desktop,slbackup-php,SLBackup configuration tool
slic3r,slic3r.desktop,Slic3r,
slimevolley,slimevolley.desktop,Slime Volley,
slowmovideo,slowmoUI.desktop,slowmoUI,slowmoVideo
sludge-devkit,sludge-floormaker.desktop,SLUDGE Floor Maker,
sludge-devkit,sludge-projectmanager.desktop,SLUDGE Project Manager,
sludge-devkit,sludge-spritebankeditor.desktop,SLUDGE Sprite Bank Editor,
sludge-devkit,sludge-translationeditor.desktop,SLUDGE Translation Editor,
sludge-devkit,sludge-zbuffermaker.desktop,SLUDGE Z-Buffer Maker,
sludge-engine,sludge-engine.desktop,SLUDGE Engine,
sm,sm.desktop,Screen-Message,
smb4k,org.kde.smb4k.desktop,Smb4K,Advanced Network Neighborhood Browser
smplayer,smplayer.desktop,SMPlayer,Media Player
smplayer,smplayer_enqueue.desktop,Enqueue in SMPlayer,
smtube,smtube.desktop,SMTube,YouTube Browser for SMPlayer
smuxi-frontend-gnome,smuxi-frontend-gnome.desktop,Smuxi,IRC Chat
snake4,snake4.desktop,Snake4,Snake4 Game
snapd,io.snapcraft.SessionAgent.desktop,Snapd User Session Agent,
snapd,snap-handle-link.desktop,Handler for snap:// URIs,
snapper-gui,snapper-gui.desktop,Snapper GUI,
snd-gui-jack,snd-gui-jack.desktop,Snd,Scriptable Sound File Editor
snd-gui-pulse,snd-gui-pulse.desktop,Snd,Scriptable Sound File Editor
snd-nox,snd-nox.desktop,Snd,Scriptable command line Sound File Editor
snek,snekde.desktop,Snek Development Environment,Integrated Development Environment
snek-bin,snek.desktop,Snek,Programming Language
socnetv,socnetv.desktop,SocNetV,Social Network Visualizer
software-properties-gtk,software-properties-drivers.desktop,Additional Drivers,
software-properties-gtk,software-properties-gnome.desktop,Software & Updates,Software & Updates
software-properties-gtk,software-properties-gtk.desktop,Software & Updates,Software & Updates
software-properties-kde,software-properties-kde.desktop,Software Sources,Software Sources
solaar,solaar.desktop,Solaar,
solarwolf,solarwolf.desktop,SolarWolf,
solfege,solfege.desktop,GNU Solfege,Ear training
solvespace,solvespace.desktop,SolveSpace,
sonata,sonata.desktop,Sonata,
songwrite,songwrite3.desktop,Songwrite3,
sonic-pi,sonic-pi.desktop,Sonic Pi,
sonic-visualiser,sonic-visualiser.desktop,Sonic Visualiser,
sooperlooper,sooperlooper.desktop,SooperLooper,SooperLooper
sopwith,sopwith.desktop,Sopwith,
sound-juicer,org.gnome.SoundJuicer.desktop,Sound Juicer,Audio CD Extractor
soundconverter,soundconverter.desktop,Sound Converter,Audio Format Converter
soundkonverter,soundkonverter.desktop,soundKonverter,"Audio file converter, CD ripper and Replay Gain tool"
spacefm,spacefm-find.desktop,SpaceFM File Search,
spacefm,spacefm-folder-handler.desktop,SpaceFM Open Folder,
spacefm,spacefm.desktop,SpaceFM,File Manager
spacefm-gtk3,spacefm-find.desktop,SpaceFM File Search,
spacefm-gtk3,spacefm-folder-handler.desktop,SpaceFM Open Folder,
spacefm-gtk3,spacefm.desktop,SpaceFM,File Manager
spacezero,spacezero.desktop,Spacezero,
sparkleshare,SparkleShare.Autostart.desktop,SparkleShare,
sparkleshare,org.sparkleshare.SparkleShare.Invites.desktop,SparkleShare,
sparkleshare,org.sparkleshare.SparkleShare.desktop,SparkleShare,
spatialite-gui,spatialite-gui.desktop,Spatialite GUI,GUI for Spatialite databases
spectools,spectool_gtk.desktop,Spectrum Tool,
spectral,org.eu.encom.spectral.desktop,Spectral,Matrix Client
speedcrunch,speedcrunch.desktop,SpeedCrunch,
spim,xspim.desktop,xSPIM,
spotlighter,spotlighter.desktop,Spotlighter,Show and move a spotlight
spring,spring.desktop,Spring,
springlobby,springlobby.desktop,SpringLobby,
spview,org.spview.desktop,Spview,
spyder,spyder.desktop,Spyder,Spyder
sqlitebrowser,sqlitebrowser.desktop,DB Browser for SQLite,
squeak-vm,squeak.desktop,Squeak,
squeekboard,sm.puri.OSK0.desktop,Squeekboard,
squeekboard,sm.puri.Squeekboard.desktop,Squeekboard,Squeekboard Virtual Keyboard
ssvnc,ssvnc.desktop,SSL/SSH VNC Viewer,
stacer,stacer.desktop,Stacer,
staden,gap4.desktop,gap4,
staden,gap5.desktop,gap5,
staden,pregap4.desktop,pregap4,
staden,trev.desktop,trev,
starfighter,starfighter.desktop,Project: Starfighter,Starfighter
starplot,starplot.desktop,StarPlot Star Chart Viewer,Star Chart Viewer
starvoyager,starvoyager.desktop,Star Voyager,
stax,stax.desktop,Stax,
stegosuite,stegosuite.desktop,Stegosuite,
stella,stella.desktop,Stella,
stellarium,org.stellarium.Stellarium.desktop,Stellarium,Desktop planetarium
step,org.kde.step.desktop,Step,Interactive Physical Simulator
stlink-gui,stlink-gui.desktop,stlink,Stlink Tools
stoken,stoken-gui-small.desktop,Software Token (small),Software Token
stoken,stoken-gui.desktop,Software Token,Software Token
stopmotion,stopmotion.desktop,Stopmotion,
stopwatch,stopwatch.desktop,Stopwatch,
stormbaancoureur,stormbaancoureur.desktop,Stormbaan Coureur,
streamtuner2,streamtuner2.desktop,streamtuner2,Internet radio browser
stretchplayer,stretchplayer.desktop,StretchPlayer,
subdownloader,subdownloader.desktop,SubDownloader,
subtitlecomposer,subtitlecomposer.desktop,Subtitle Composer,Subtitle Editor
subtitleeditor,org.kitone.subtitleeditor.desktop,Subtitle Editor,Subtitle Editor
sudoku,sudoku.desktop,Sudoku,Sudoku
sudoku-solver,sudoku-solver.desktop,sudoku-solver,Sudoku solver
sugar-browse-activity,org.laptop.WebActivity.activity.desktop,Browse,
sugar-calculate-activity,org.laptop.Calculate.activity.desktop,Calculate,
sugar-chat-activity,org.laptop.Chat.activity.desktop,Chat,
sugar-etoys-activity,org.vpri.EtoysActivity.activity.desktop,Etoys,
sugar-imageviewer-activity,org.laptop.ImageViewerActivity.activity.desktop,Image Viewer,
sugar-jukebox-activity,org.laptop.sugar.Jukebox.activity.desktop,Jukebox,
sugar-log-activity,org.laptop.Log.activity.desktop,Log,
sugar-memorize-activity,org.laptop.Memorize.activity.desktop,Memorize,
sugar-pippy-activity,org.laptop.Pippy.activity.desktop,Pippy,
sugar-read-activity,org.laptop.sugar.ReadActivity.activity.desktop,Read,
sugar-terminal-activity,org.laptop.Terminal.activity.desktop,Terminal,
sugar-write-activity,org.laptop.AbiWordActivity.activity.desktop,Write,
sumo,sumo.desktop,Sumo,Sumo
sunclock,sunclock.desktop,SunClock,
sunflow,sunflow.desktop,Sunflow,
supercollider-emacs,scel.desktop,SuperCollider Emacs (scel),
supercollider-ide,SuperColliderIDE.desktop,SuperCollider IDE,SuperCollider IDE
supercollider-vim,scvim.desktop,SuperCollider Vim,
supertransball2,supertransball2.desktop,Super Transball 2,Super Transball 2
supertux,supertux2.desktop,SuperTux 2,Platform Game
supertuxkart,supertuxkart.desktop,SuperTuxKart,A kart racing game
survex-aven,survex-aven.desktop,Aven Cave Surveying Tool,Cave Surveying Tool
swami,swami.desktop,Swami Instrument Editor,Instrument Editor
sweep,sweep.desktop,Sweep,Sound Editor
sweeper,org.kde.sweeper.desktop,Sweeper,System Cleaner
sweethome3d,sweethome3d.desktop,Sweet Home 3D,Interior 2D design application with 3D preview
sweethome3d-furniture-editor,sweethome3d-furniture-editor.desktop,Sweet Home 3D Furniture Library Editor,Sweet Home 3D Furniture Library Editor
sweethome3d-textures-editor,sweethome3d-textures-editor.desktop,Sweet Home 3D Textures Library Editor,Sweet Home 3D Textures Library Editor
swell-foop,org.gnome.SwellFoop.desktop,Swell Foop,
sxiv,sxiv.desktop,sxiv,Image Viewer
sylph-searcher,sylph-searcher.desktop,Sylph-Searcher,
sylpheed,sylpheed.desktop,Sylpheed,Mail Client
synapse,synapse.desktop,Synapse,
synaptic,synaptic.desktop,Synaptic Package Manager,Package Manager
syncplay,syncplay-server.desktop,Syncplay server,
syncplay,syncplay.desktop,Syncplay,
syncthing,syncthing-start.desktop,Start Syncthing,File synchronization
syncthing,syncthing-ui.desktop,Syncthing Web UI,File synchronization UI
syncthing-gtk,syncthing-gtk.desktop,Syncthing GTK,Syncthing GTK
synfigstudio,org.synfig.SynfigStudio.desktop,Synfig Studio,2D vector animation studio
synthv1,synthv1.desktop,synthv1,MIDI
sysprof,org.gnome.Sysprof3.desktop,Sysprof,Profiler
system-config-printer,system-config-printer.desktop,Print Settings,Print Settings
systempreferences.app,SystemPreferences.desktop,System Preferences,
systemsettings,kdesystemsettings.desktop,KDE System Settings,KDE System Settings
systemsettings,systemsettings.desktop,System Settings,System Settings
taffybar,taffybar.desktop,taffybar,Desktop Panel
tagua,tagua.desktop,Tagua,Generic Board Game
tali,org.gnome.Tali.desktop,Tali,
talksoup.app,TalkSoup.desktop,TalkSoup,
tangerine,tangerine.desktop,Tangerine Media Sharing,
tanglet,tanglet.desktop,Tanglet,Word Finding Game
tasque,tasque.desktop,Tasque,Task Manager
tatan,tatan.desktop,Tatan,Shooter
tea,tea.desktop,TEA,
tecnoballz,tecnoballz.desktop,TecnoballZ,tecnoballz
teeworlds,teeworlds.desktop,Teeworlds,Platform Game
teg,teg.desktop,T.E.G. client,
telegnome,telegnome.desktop,TeleGNOME,
telegram-desktop,telegramdesktop.desktop,Telegram Desktop,
tellico,org.kde.tellico.desktop,Tellico,Collection Manager
tenace,tenace.desktop,Tenace,
tenmado,tenmado.desktop,Tenmado,
tennix,tennix.desktop,Tennix!,Tennis game
terminal.app,Terminal.desktop,Terminal,
terminator,terminator.desktop,Terminator,
terminatorx,terminatorX.desktop,terminatorX,Virtual turntable
terminology,terminology.desktop,Terminology,
terminus,terminus.desktop,Terminus,
termit,termit.desktop,Termit,Terminal emulator
terraintool,terraintool.desktop,Terraintool,Cave Terrain generator/converter
tetraproc,tetraproc.desktop,Tetraproc,TetraProc
tetzle,tetzle.desktop,Tetzle,Jigsaw Puzzle Game
texlive-base,texdoctk.desktop,TeXdoctk,
texmaker,texmaker.desktop,Texmaker,LaTeX Editor
texstudio,texstudio.desktop,TeXstudio,LaTeX Editor
textedit.app,TextEdit.desktop,TextEdit,
texworks,texworks.desktop,TeXworks,(La)TeX Editor
tf5,tf5.desktop,TinyFugue 5,
tgif,tgif.desktop,Tgif,2-D vector drawing
therion,therion.desktop,Therion,Cave Survey Software
therion-viewer,therion-viewer.desktop,Therion loch viewer,Therion Cave Survey Viewer
thonny,org.thonny.Thonny.desktop,Thonny,Python IDE
threadscope,threadscope.desktop,threadscope,
thunar,thunar-bulk-rename.desktop,Bulk Rename,Bulk Rename
thunar,thunar-settings.desktop,File Manager Settings,
thunar,thunar.desktop,Thunar File Manager,File Manager
thunar-volman,thunar-volman-settings.desktop,Removable Drives and Media,
thunderbird,thunderbird.desktop,Thunderbird,Mail Client
tiatracker,tiatracker.desktop,TIATracker,
tickr,tickr.desktop,Tickr - Feed Reader,
tiger,tiger.desktop,Tiger UNIX security tool,
tigervnc-viewer,xtigervncviewer.desktop,TigerVNC Viewer,Remote Desktop Viewer
tikzit,tikzit.desktop,TikZiT,
tilda,tilda.desktop,Tilda,
tiled,org.mapeditor.Tiled.desktop,Tiled,Map Editor
tilem,tilem2.desktop,TilEm,
tilix,com.gexperts.Tilix.desktop,Tilix,
tilp2,tilp.desktop,TILP,TI Linking Program
timekpr-next,timekpr-admin-su.desktop,(SU) Timekpr-nExT Control Panel (superuser mode),
timekpr-next,timekpr-admin.desktop,Timekpr-nExT Control Panel,
timemachine,timemachine.desktop,JACK Timemachine,
timemon.app,TimeMon.desktop,TimeMon,
timeshift,timeshift-gtk.desktop,Timeshift,System Restore Utility
timidity,timidity.desktop,TiMidity++ MIDI sequencer,
tint,tint.desktop,TINT,
tint2,tint2.desktop,Tint2,Tint2 panel
tint2,tint2conf.desktop,Tint2 Settings,Panel configurator
tintin++,tintin++.desktop,TinTin++,Mud Client
tipp10,tipp10.desktop,TIPP10,
titanion,titanion.desktop,Titanion,
tkabber,tkabber.desktop,Tkabber,GUI client for XMPP (Jabber) instant messaging
tkcon,tkcon-console.desktop,TkCon,Tcl/Tk console
tkcvs,tkcvs.desktop,tkcvs,CVS/Subversion Frontend
tkgate,tkgate.desktop,TkGate,Digital circuit editor and simulator
tkinfo,tkinfo.desktop,TkInfo,
tomatoes,tomatoes.desktop,I Have No Tomatoes,
tomboy-ng,tomboy-ng.desktop,tomboy-ng,Note Taker
tootle,com.github.bleakgrey.tootle.desktop,Tootle,Mastodon Client
topcat,topcat.desktop,TOPCAT,TOPCAT
topp,TOPPAS.desktop,TOPPAS,
topp,TOPPView.desktop,TOPPView,
toppler,toppler.desktop,Tower Toppler,
torbrowser-launcher,torbrowser-settings.desktop,Tor Browser Launcher Settings,Tor Browser Launcher Settings
torbrowser-launcher,torbrowser.desktop,Tor Browser,Tor Browser
torcs,torcs.desktop,TORCS,
tortoisehg,thg.desktop,TortoiseHg,Version Control GUI
torus-trooper,torus-trooper.desktop,Torus Trooper,
totem,org.gnome.Totem.desktop,Videos,
toxic,toxic.desktop,Toxic,
trabucco,trabucco.desktop,Trabucco,Trabucco desktop launcher
traceshark,traceshark.desktop,traceshark,traceshark
trackballs,trackballs.desktop,Trackballs,Marble Madnees type game
trader,trader.desktop,Star Traders,
transcend,transcend.desktop,Transcend,shooter game
transcriber,transcriber.desktop,Transcriber,
transfermii-gui,transfermii-gui.desktop,Transfermii,Transfer miis from a wiimote
transgui,transgui.desktop,Transmission remote GUI,
transmission-gtk,transmission-gtk.desktop,Transmission,BitTorrent Client
transmission-qt,transmission-qt.desktop,Transmission (Qt),BitTorrent Client
transmission-remote-gtk,io.github.TransmissionRemoteGtk.desktop,Transmission Remote,
traverso,traverso.desktop,Traverso,Multitrack Recorder
treeline,treeline.desktop,TreeLine,
treesheets,treesheets.desktop,TreeSheets,Treesheets
treeviewx,treeviewx.desktop,TreeView X,Tree Plotter
trigger-rally,trigger-rally.desktop,Trigger Rally,
trimage,trimage.desktop,Trimage image compressor,
triplane,triplane.desktop,Triplane Classic,
triplea,triplea.desktop,TripleA,
trophy,trophy.desktop,Trophy,Racing Game
trovacap,trovacap.desktop,TrovaCAP,
trustedqsl,tqsl.desktop,TrustedQSL,
tryton-client,tryton-client.desktop,Tryton,Client for the Tryton Application Platform
tucnak,tucnak.desktop,Tucnak,
tulip,Tulip-5.4.0.desktop,Tulip 5.4.0,
tumiki-fighters,tumiki-fighters.desktop,Tumiki Fighters,
tuna,tuna.desktop,tuna,Application Tuner
tuned-gtk,tuned-gui.desktop,tuned-gui,tuned
tunnelx,tunnelx.desktop,Tunnel Cave Drawing Software,Cave Drawing Tool
tupi,tupi.desktop,Tupi: 2D Magic,2D Animation Editor
tutka,tutka.desktop,Tutka MIDI Tracker,
tuxcmd,tuxcmd.desktop,Tux Commander,
tuxfootball,tuxfootball.desktop,Tux Football,
tuxguitar,tuxguitar.desktop,tuxguitar,
tuxmath,tuxmath.desktop,Tux Math,Educational math game
tuxpaint,tuxpaint.desktop,Tux Paint,Drawing program
tuxpaint-config,tuxpaint-config.desktop,Tux Paint Config.,
tuxpuck,tuxpuck.desktop,TuxPuck,
tuxtype,tuxtype.desktop,Tux Typing,Educational typing game
tvtime,tvtime.desktop,TVtime Television Viewer,Television Viewer
twclock,twclock.desktop,twclock,
twinkle,twinkle.desktop,Twinkle,A SIP softphone
twinvoicerecalc,twinvoicerecalc.desktop,Taiwan Invoice ReCalculator,
twinvoicerecalc,twinvoicerecalc_forward.desktop,Taiwan Invoice Calculator,
tworld,tworld.desktop,Tile World,
twpsk,twpsk.desktop,twpsk,
typecatcher,typecatcher.desktop,TypeCatcher,
ucblogo,ucblogo.desktop,Berkeley Logo,UCBLogo
ucrpf1host,ucrpf1host.desktop,ucrpf1host,
udav,udav.desktop,UDAV,
uefitool,UEFITool.desktop,UEFITool,UEFI firmware image viewer and editor
ufoai,ufoai.desktop,UFO: Alien Invasion,
ugene,ugene.desktop,Unipro UGENE,Unipro UGENE
uget,uget-gtk.desktop,uGet,Download Manager
uhexen2,uhexen2.desktop,Hexen 2,
uim-gtk2.0,uim.desktop,Input Method,
uima-utils,uima-annotationviewer.desktop,UIMA Annotation Viewer,
uima-utils,uima-cpegui.desktop,UIMA CPE Gui,
uima-utils,uima-documentanalyzer.desktop,UIMA Document Analyzer,
ukopp,ukopp.desktop,ukopp,Copy Files to Removable Media
ukui-biometric-manager,biometric-manager.desktop,Biometric Manager,
ukui-control-center,ukui-control-center.desktop,UKUI Control Center,
ukui-media,ukui-volume-control.desktop,Sound,
ukui-power-manager,ukui-power-preferences.desktop,Power Management,
ukui-power-manager,ukui-power-statistics.desktop,Power Statistics,
ukui-sidebar,ukui-clock.desktop,Clock,Kylin Clock
ukui-sidebar,ukui-feedback.desktop,Feedback,ukui feedback
ukui-sidebar,ukui-notebook.desktop,Notebook,Kylin Notebook
ukui-system-monitor,ukui-system-monitor.desktop,Kylin System Monitor,Kylin System Monitor
ukwm,ukwm.desktop,Ukwm,
ulcc,ulcc.desktop,ulcc,Teaching children
umbrello,org.kde.umbrello.desktop,Umbrello,UML Modeller
umlet,umlet.desktop,Umlet,UML diagram editor
umps3,umps3.desktop,µMPS3,
unicode-screensaver,unicode.desktop,Unicode,
unison-2.51+4.11.1-gtk,unison-2.51+4.11.1-gtk.desktop,Unison,File synchronization tool
unknown-horizons,unknown-horizons.desktop,Unknown Horizons,
uqm,uqm.desktop,The Ur-Quan Masters,
usbview,usbview.desktop,USBView,
usermode,redhat-userinfo.desktop,About Myself,
usermode,redhat-usermount.desktop,Disk Management,
usermode,redhat-userpasswd.desktop,Password,
utox,utox.desktop,uTox,
v-sim,v-sim.desktop,V_Sim,Atomic visualisation
vagalume,vagalume.desktop,Vagalume,Last.fm Client
val-and-rick,val-and-rick.desktop,Val & Rick,
vala-panel,org.valapanel.application.desktop,Vala Panel,Desktop Panel
valentina,valentina-tape.desktop,Tape,Valentina's measurements editor
valentina,valentina.desktop,Valentina,Pattern making program
variety,variety.desktop,Variety,
vcmi,vcmiclient.desktop,VCMI Client,Strategy Game Engine
vcmi,vcmilauncher.desktop,VCMI,Strategy Game Engine
vectoroids,vectoroids.desktop,Vectoroids,
verbiste-gtk,verbiste.desktop,Verbiste,
veroroute,veroroute.desktop,VeroRoute,
veusz,veusz.desktop,Veusz,Scientific plotting
veyon-configurator,veyon-configurator.desktop,Veyon Configurator,
veyon-master,veyon-master.desktop,Veyon Master,
vice,x128.desktop,Commodore 128,
vice,x64.desktop,Commodore 64,
vice,xcbm2.desktop,Commodore CBM-II,
vice,xpet.desktop,Commodore PET,
vice,xplus4.desktop,Commodore Plus/4,
vice,xvic.desktop,Commodore VIC-20,
view3dscene,view3dscene.desktop,view3dscene,3D Viewer
viewnior,viewnior.desktop,Viewnior,
vifm,vifm.desktop,Vifm,File Manager
viking,viking.desktop,Viking,GPS Data Manager
vim-common,vim.desktop,Vim,Text Editor
vim-gui-common,gvim.desktop,GVim,Text Editor
vinagre,vinagre-file.desktop,Remote Desktop Viewer,
vinagre,vinagre.desktop,Remote Desktop Viewer,
vino,vino-server.desktop,Desktop Sharing,
virt-manager,virt-manager.desktop,Virtual Machine Manager,
virt-viewer,remote-viewer.desktop,Remote Viewer,
virtaal,virtaal.desktop,Virtaal,Translation Tool
virtualjaguar,virtualjaguar.desktop,Virtual Jaguar,
viruskiller,viruskiller.desktop,Virus Killer,
visolate,visolate.desktop,Visolate,PCB CNC converter
visualvm,visualvm.desktop,VisualVM,
vitables,vitables.desktop,ViTables,PyTables & HDF5 Files Visualizer
vite,vite.desktop,ViTE,
vitetris,vitetris.desktop,vitetris,Text-mode Tetris
vkeybd,vkeybd.desktop,Virtual MIDI Keyboard,
vlc,vlc.desktop,VLC media player,Media player
vlc-plugin-bittorrent,vlc-plugin-bittorrent.desktop,VLC media player (bittorrent),Bittorrent streaming media player
vmg,vmg.desktop,VMG,
vmpk,vmpk.desktop,VMPK,Virtual Piano
voctomix-gui,voctogui.desktop,VoctoGUI,VoctoGUI
vodovod,vodovod.desktop,Vodovod,Puzzle Game
vokoscreen-ng,vokoscreenNG.desktop,vokoscreenNG,Screencast Creator
volumecontrol.app,VolumeControl.desktop,VolumeControl,
vonsh,vonsh.desktop,Vonsh,
vor,vor.desktop,VoR,
vorta,com.borgbase.Vorta.desktop,Vorta,Backup Software
vprerex,vprerex.desktop,vprerex,Prerequisite Chart Editor
vym,vym.desktop,VYM - View Your Mind,Planning Tool
wadc,wadc.desktop,WadC,
warmux,warmux.desktop,Warmux,Arcade Game
warzone2100,warzone2100.desktop,Warzone 2100,Strategy Game
wavbreaker,net.sourceforge.wavbreaker.desktop,wavbreaker,
wbar-config,wbar-config.desktop,Wbar-config,
wdisplays,network.cycles.wdisplays.desktop,wdisplays,
webcamoid,webcamoid.desktop,Webcamoid,Webcam Capture Software
webhttrack,WebHTTrack-Websites.desktop,Browse Mirrored Websites,
webhttrack,WebHTTrack.desktop,WebHTTrack Website Copier,
webissues,webissues.desktop,WebIssues,Issue Tracker
weka,weka.desktop,weka,Machine learning algorithms for data mining tasks
welle.io,welle-io.desktop,welle.io,
wesnoth-1.14-core,wesnoth-1.14.desktop,Battle for Wesnoth (1.14),Strategy Game
whichwayisup,whichwayisup.desktop,Which Way is Up,whichwayisup
whowatch,whowatch.desktop,whowatch,
widelands,org.widelands.Widelands.desktop,Widelands,Strategy Game
widemargin,widemargin.desktop,Wide Margin,
wifi-qr,wifi-qr.desktop,WiFi QR,
winetricks,winetricks.desktop,Winetricks,
winff,winff.desktop,WinFF,Video converter
wing,wing.desktop,WING,
wings3d,wings3d.desktop,Wings3D polygon mesh modeller,
wininfo,xdg-wininfo.desktop,X Window Information,X Debugging Tool
wireshark-qt,wireshark.desktop,Wireshark,Network Analyzer
wizznic,wizznic.desktop,Wizznic,
wmauda,wmauda.desktop,wmauda,
wmbutton,wmbutton.desktop,wmbutton,
wmcalc,wmcalc.desktop,wmcalc,
wmdrawer,wmdrawer.desktop,wmdrawer,
wmforecast,wmforecast.desktop,wmforecast,
wmgtemp,wmgtemp.desktop,wmgtemp,
wmgui,wmgui.desktop,Wmgui,Graphical user interface to the wiimote
wmhdplop,wmhdplop.desktop,wmhdplop,
wmifs,wmifs.desktop,WMiFS,
wmitime,wmitime.desktop,Wmitime,"""Clock dockapp"""
wmix,wmix.desktop,wmix,
wmmisc,wmmisc.desktop,wmmisc,
wmmixer,wmmixer.desktop,wmmixer,
wmmon,wmmon.desktop,wmmon,
wmmoonclock,wmmoonclock.desktop,wmmoonclock,
wmnut,wmnut.desktop,WMNut,
wmshutdown,wmshutdown.desktop,wmshutdown,
